2 0.0271294 0.0271295
3 0.0199679 0.019731
4 0.0207867 0.016579
5 0.0169894 0.0164809
6 0.0136466 0.0161342
7 0.0130773 0.0151883
8 0.0139805 0.0146946
9 0.0130069 0.0144366
10 0.0125706 0.0142864
11 0.0128097 0.0142572
12 0.0127291 0.0143284
13 0.0128241 0.0140801
14 0.0127283 0.0138214
15 0.0126379 0.0139848
16 0.0121234 0.0139848
17 0.0120294 0.0125524
18 0.0120697 0.0128487
19 0.0122194 0.0128483
20 0.0124569 0.0122335
21 0.0122522 0.0120182
22 0.012493 0.0122691
23 0.0125824 0.0123742
24 0.0128115 0.0119341
25 0.0125398 0.0115337
26 0.0126851 0.0117537
27 0.0128844 0.0118818
28 0.0127084 0.0117897
29 0.0127605 0.0117897
30 0.0125629 0.0113832
31 0.0125754 0.0112207
32 0.0128764 0.011157
33 0.0128405 0.011318
34 0.0127834 0.0113355
35 0.0127834 0.0112771
36 0.0125178 0.0113061
37 0.0128557 0.0110248
38 0.0129004 0.0111297
39 0.0129865 0.0110766
40 0.0131703 0.0110766
41 0.0129532 0.0105208
42 0.0127593 0.010517
43 0.0130293 0.0104575
44 0.0133813 0.0106598
45 0.0133356 0.0107034
46 0.0135374 0.0106545
47 0.0135686 0.01067
48 0.0136532 0.010722
49 0.0137617 0.0107837
50 0.0137301 0.0107514
51 0.0133916 0.010625
52 0.0135759 0.010625
53 0.0135713 0.0103466
54 0.0138393 0.010296
55 0.0138664 0.0103688
56 0.0140576 0.0103601
57 0.0141053 0.0102706
58 0.0141301 0.0102979
59 0.0141549 0.010174
60 0.0140952 0.0100095
61 0.0140345 0.0100478
62 0.0140648 0.00993363
63 0.0141038 0.0099041
64 0.0142034 0.0099013
65 0.0140813 0.00993732
66 0.0141914 0.00981776
67 0.0142188 0.00994743
68 0.014335 0.00989722
69 0.0143452 0.0100683
70 0.0143367 0.0100076
71 0.0143484 0.0100484
72 0.0143023 0.0100647
73 0.0143324 0.00993835
74 0.0143261 0.0100095
75 0.0142893 0.0100264
76 0.0142819 0.00993107
77 0.0142033 0.0101054
78 0.0141447 0.010175
79 0.0142066 0.0101567
80 0.0140736 0.0101176
81 0.01414 0.0100429
82 0.0140963 0.0100156
83 0.0140963 0.009958
84 0.0139264 0.00995842
85 0.0138545 0.0099112
86 0.0140706 0.00984135
87 0.0141126 0.00976441
88 0.0142317 0.00982495
89 0.0142868 0.00983551
90 0.0142991 0.00993409
91 0.0143395 0.0100008
92 0.01425 0.00989149
93 0.0142006 0.00994957
94 0.0141542 0.00998241
95 0.0141995 0.0100337
96 0.0142091 0.0100813
97 0.0140592 0.0101517
98 0.014121 0.0101112
99 0.014179 0.010202
100 0.0142078 0.0102039
