2 0.0115354 0.00305538
3 0.0800153 -0.199825
4 0.0297752 -0.546865
5 -0.0543849 -0.554705
6 -0.079185 -0.163985
7 0.0316949 -0.655185
8 -0.366225 -0.289905
9 -0.162065 -0.170545
10 -0.152945 -0.0511856
11 0.00881438 0.0172943
12 -0.177106 -0.0923058
13 0.0270541 -0.651346
14 -0.074066 -0.099506
15 -0.0819061 -0.0819061
16 -0.0388662 -0.547666
17 -0.250226 -0.00430639
18 -0.800786 -0.470066
19 0.0987334 -0.172627
20 -0.146547 0.0569732
21 -0.451187 -0.943027
22 0.0497731 -0.569267
23 0.033453 -0.356627
24 -0.0591871 -0.0761472
25 -0.287507 -0.0839873
26 -0.0918274 -0.880467
27 -0.286227 0.0190524
28 -0.302548 -0.158388
29 -0.539348 -0.369748
30 -0.0723078 0.0379321
31 -0.088628 -0.156468
32 -0.257588 -0.147348
33 0.0568118 -0.180628
34 -0.0527883 -0.163028
35 0.0156916 -0.450708
36 -0.356789 -0.153269
37 0.0339313 -0.254389
38 -0.796469 -0.253749
39 0.0182511 -0.176789
40 -0.159189 -0.684949
41 -0.141589 -0.243349 
42 -0.0900693 -1.24335
43 -0.767829 -0.640629
44 -0.792629 -0.0463896
45 -0.10511 -0.0881497
46 -0.17231 -0.58783
47 -0.18863 -0.19711
48 -0.39999 0.01553
49 0.0585699 -0.10255
50 -0.19519 -0.17823
51 -0.35567 0.0513696
52 -0.0497504 -0.0921505
53 -0.79535 -0.362871
54 -0.0908707 0.0448092
55 -0.497271 -0.141111
56 -0.0471909 0.029129
57 -0.088951 0.0128089
58 0.0982488 -0.0967912
59 -0.401431 -0.163991
60 -0.00223139 -0.0700715
61 -1.00223 -0.340792
62 -0.340152 -1.34079
63 -0.102072 0.0251282
64 0.00880813 -0.169272
65 -0.202552 -0.397592
66 -0.184952 -0.0492722
67 -0.370872 0.00224771
68 0.0283277 -0.0734324
69 -0.0812724 0.0289675
70 -0.462233 -0.250233
71 -0.0630327 -0.0715128
72 0.0393672 0.00544712
73 -0.180473 -0.171993
74 -0.290073 0.0321669
75 -0.764313 0.0497668
76 0.00800672 -0.704313
77 -0.0761534 -0.0507135
78 -0.185753 -0.245114
79 -0.151194 -0.871994
80 -0.472794 -0.574554
81 -0.251674 -0.344954
82 -0.378234 -0.081434
83 0.00400589 -0.148634
84 -0.393914 -0.105594
85 -0.376314 -0.155834
86 -0.740314 0.0568055
87 0.0489654 0.0574453
88 -0.0775947 -0.857755
89 -0.0769548 -0.255035
90 -0.144155 0.033925
91 -0.499675 -0.966075
92 -0.270075 -0.159835
93 -0.0828753 -0.0998353
94 -0.395995 -0.268795
95 -0.878715 -0.352956
96 -0.369276 -0.369276
97 0.0384042 0.0299242
98 -0.0457559 -0.351036
99 -0.240156 -0.341916
100 -0.468476 -1.34192
